PLACE_NAME,FEATURE,LONGITUDE,LATITUDE,geometry,suburb,postcode
Reservoir High School/Plenty Rd (Reservoir),BUS,145.030369,-37.722334,POINT (2502677.7351195575 2419843.270141434),RESERVOIR,3073.0
Botanic Walk/Melrose St (Mont Albert North),BUS,145.115189,-37.811291,POINT (2510143.188970667 2409964.647645401),MONT ALBERT NORTH,3129.0
Elgar Rd/Severn St (Box Hill North),BUS,145.116316,-37.811642,POINT (2510242.3905194653 2409925.5704970676),BOX HILL NORTH,3129.0
Avon St/Severn St (Box Hill North),BUS,145.118309,-37.811899,POINT (2510417.839182 2409896.836098573),BOX HILL NORTH,3129.0
Nelson Rd/Severn St (Box Hill North),BUS,145.119974,-37.81207,POINT (2510564.421333836 2409877.6738108713),BOX HILL NORTH,3129.0
Nelson Rd/Thames St (Box Hill),BUS,145.120536,-37.813232,POINT (2510613.739444253 2409748.6453900337),BOX HILL NORTH,3129.0
Station St/Thames St (Box Hill),BUS,145.123979,-37.813639,POINT (2510916.8407582496 2409703.0864754114),BOX HILL NORTH,3129.0
Whitehorse Rd/Station St (Box Hill),BUS,145.123972,-37.817478,POINT (2510915.6518792575 2409277.002856874),BOX HILL,3129.0
Moonee Ponds Interchange/Mt Alexander Rd (Moonee Ponds),BUS,144.924512,-37.766351,POINT (2493349.6671204725 2414955.871663424),MOONEE PONDS,3039.0
Moonee Ponds Interchange/Mt Alexander Rd (Moonee Ponds),BUS,144.924479,-37.766305,POINT (2493346.7450399166 2414960.9735521013),MOONEE PONDS,3039.0
Browning St/Plenty Rd (Kingsbury),BUS,145.036248,-37.720107,POINT (2503196.113517022 2420090.24364374),KINGSBURY,3086.0
Moonee Ponds Interchange/Mt Alexander Rd (Moonee Ponds),BUS,144.924447,-37.76626,POINT (2493343.9181963354 2414965.9656399656),MOONEE PONDS,3039.0
Moonee Ponds Station/Norwood Cres (Moonee Ponds),BUS,144.919175,-37.766013,POINT (2492879.419776892 2414992.993094569),MOONEE PONDS,3039.0
Gowrie Station/Sages Rd (Glenroy),BUS,144.958464,-37.699941,POINT (2496337.7847492998 2422328.1329204924),GLENROY,3060.0
Upfield Station/Barry Rd (Coolaroo),BUS,144.946544,-37.666183,POINT (2495284.552411771 2426074.122073602),DALLAS,3061.0
Upfield Station/Barry Rd (Coolaroo),BUS,144.946547,-37.666074,POINT (2495284.7997002783 2426086.218009172),CAMPBELLFIELD,3061.0
Upfield Station/Barry Rd (Dallas),BUS,144.946377,-37.666477,POINT (2495269.83424694 2426041.482113095),DALLAS,3061.0
Glenroy Station/Hartington St (Glenroy),BUS,144.917467,-37.704631,POINT (2492723.0134585984 2421805.2720455844),GLENROY,3046.0
Preston Cemetery/Plenty Rd (Kingsbury),BUS,145.04082,-37.718389,POINT (2503599.2571922946 2420280.7503559384),KINGSBURY,3086.0
Glenroy Station/Hartington St (Glenroy),BUS,144.917514,-37.704587,POINT (2492727.1676531136 2421810.1499938667),GLENROY,3046.0
Glenroy Station/Hartington St (Glenroy),BUS,144.917527,-37.704524,POINT (2492728.3043687786 2421817.1428716835),GLENROY,3046.0
Upper Ferntree Gully Station/Burwood Hwy (Upper Ferntree Gully),BUS,145.30858,-37.89302,POINT (2527142.2886163117 2400855.767652056),UPPER FERNTREE GULLY,3785.0
Upper Ferntree Gully Station/Burwood Hwy (Upper Ferntree Gully),BUS,145.308351,-37.893098,POINT (2527122.122023563 2400847.1823122418),UPPER FERNTREE GULLY,3785.0
Reservoir Station/High St (Reservoir),BUS,145.007247,-37.716835,POINT (2500639.4274688973 2420453.9688475914),RESERVOIR,3073.0
Reservoir Station/High St (Reservoir),BUS,145.006725,-37.717673,POINT (2500593.4000125746 2420360.959654901),RESERVOIR,3073.0
Nelson St/Lyons St (Rye),BUS,144.824415,-38.372478,POINT (2484654.7303264327 2347663.8029767657),RYE,3941.0
Kananook Station/Wells Rd (Seaford),BUS,145.134905,-38.122304,POINT (2511830.317031189 2375441.5503072655),SEAFORD,3198.0
Kororoit St/Forrest St (Albion),BUS,144.823967,-37.784975,POINT (2484494.9828035054 2412877.1735527385),ALBION,3020.0
Glen Iris Rd/Toorak Rd (Glen Iris),BUS,145.068459,-37.847401,POINT (2506025.6338629154 2405960.8444311013),CAMBERWELL,3146.0
Webb St/Toorak Rd (Camberwell),BUS,145.066397,-37.847151,POINT (2505844.1688335515 2405988.7224178193),CAMBERWELL,3146.0
Hillside Pde/Toorak Rd (Camberwell),BUS,145.064119,-37.846897,POINT (2505643.692532939 2406017.0488151414),CAMBERWELL,3146.0
St Marys Anglican Church/Bowen St (Camberwell),BUS,145.062073,-37.846061,POINT (2505463.69321962 2406109.9558937997),CAMBERWELL,3124.0
62 Bowen St (Camberwell),BUS,145.062577,-37.843303,POINT (2505508.2524861004 2406416.0391597757),CAMBERWELL,3124.0
Nettleton Ave/Bowen St (Camberwell),BUS,145.062946,-37.841363,POINT (2505540.872466263 2406631.3300056616),CAMBERWELL,3124.0
Seymour Gr/Camberwell Rd (Camberwell),BUS,145.061652,-37.835655,POINT (2505427.370717494 2407264.9240360036),CAMBERWELL,3126.0
Camberwell Civic Centre/Camberwell Rd (Camberwell),BUS,145.05983,-37.834084,POINT (2505267.104028013 2407439.393306867),CAMBERWELL,3126.0
St David St/Dundas St (Preston),BUS,145.005873,-37.752833,POINT (2500518.0661618263 2416458.7838561013),THORNBURY,3071.0
Riversdale Rd/Butler St (Camberwell),BUS,145.059638,-37.832287,POINT (2505250.33859612 2407638.8529127883),CAMBERWELL,3126.0
opp 29 Fairholm Gr (Camberwell),BUS,145.059381,-37.83039,POINT (2505227.843238158 2407849.4036157373),CAMBERWELL,3124.0
Prospect Hill Rd/Fairholm Gr (Camberwell),BUS,145.059675,-37.828701,POINT (2505253.852213886 2408036.8494203184),CAMBERWELL,3124.0
Craig Ave/Prospect Hill Rd (Camberwell),BUS,145.061813,-37.828646,POINT (2505442.072452181 2408042.832523157),CAMBERWELL,3124.0
Stanhope Gr/Prospect Hill Rd (Camberwell),BUS,145.063692,-37.828884,POINT (2505607.4532360937 2408016.3127874658),CAMBERWELL,3124.0
Kasouka Rd/Prospect Hill Rd (Camberwell),BUS,145.065653,-37.829097,POINT (2505780.0605229083 2407992.5517338654),CAMBERWELL,3124.0
Moorhouse St/Prospect Hill Rd (Camberwell),BUS,145.067102,-37.829283,POINT (2505907.603889289 2407971.8156897165),CAMBERWELL,3124.0
Maling Rd/Prospect Hill Rd (Canterbury),BUS,145.073899,-37.830061,POINT (2506505.900858514 2407885.02829062),CANTERBURY,3126.0
Dryden St/Prospect Hill Rd (Canterbury),BUS,145.076085,-37.830313,POINT (2506698.306269129 2407856.9077099217),CAMBERWELL,3124.0
Argyle Rd/Normanby Rd (Kew),BUS,145.054723,-37.803539,POINT (2504819.508571331 2410829.7770911176),KEW,3102.0
Myrtle Ave/Normanby Rd (Kew),BUS,145.054342,-37.805525,POINT (2504785.8418540377 2410609.373187214),KEW,3102.0
Cotham Rd/Normanby Rd (Kew),BUS,145.053639,-37.80937,POINT (2504723.688700102 2410182.665749658),KEW,3102.0
Cotham Rd/John St (Kew),BUS,145.05239,-37.809773,POINT (2504613.6978477472 2410137.997007695),KEW,3102.0
Sackville St/John St (Kew),BUS,145.051911,-37.812442,POINT (2504571.344215793 2409841.801082732),KEW,3102.0
Thomas St/Sackville St (Kew),BUS,145.048609,-37.812729,POINT (2504280.5901960987 2409810.1001881612),HAWTHORN EAST,3122.0
Carey Baptist Grammar School/Wrixon St (Kew),BUS,145.046618,-37.815436,POINT (2504105.1198265664 2409509.7431956986),HAWTHORN EAST,3122.0
Harcourt St/Auburn Rd (Hawthorn East),BUS,145.045923,-37.818101,POINT (2504043.8016090565 2409213.9926940277),HAWTHORN,3122.0
Auburn Gr/Auburn Rd (Hawthorn East),BUS,145.044533,-37.825567,POINT (2503921.035495211 2408385.412905271),HAWTHORN,3122.0
Bowler St/Auburn Rd (Hawthorn East),BUS,145.044221,-37.827067,POINT (2503893.480401603 2408218.9506457103),HAWTHORN,3122.0
Riversdale Rd/Auburn Rd (Hawthorn East),BUS,145.04379,-37.82961,POINT (2503855.414889749 2407936.7214771276),HAWTHORN,3122.0
Harts Pde/Auburn Rd (Hawthorn East),BUS,145.043351,-37.832036,POINT (2503816.6289749634 2407667.477771191),HAWTHORN,3122.0
Fairmount Rd/Auburn Rd (Hawthorn East),BUS,145.042847,-37.834758,POINT (2503772.1267083427 2407365.3925478393),HAWTHORN,3122.0
Wiseman St/Auburn Rd (Hawthorn East),BUS,145.042593,-37.836196,POINT (2503749.7145052985 2407205.7992502963),HAWTHORN,3122.0
Airedale Ave/Auburn Rd (Hawthorn East),BUS,145.042315,-37.837696,POINT (2503725.1453249855 2407039.3343547583),HAWTHORN,3122.0
Tooronga Rd/Airedale Ave (Hawthorn East),BUS,145.045918,-37.838116,POINT (2504042.286069001 2406992.568888788),HAWTHORN EAST,3123.0
Constance St/Tooronga Rd (Hawthorn East),BUS,145.046215,-37.838896,POINT (2504068.386321565 2406905.981958803),HAWTHORN EAST,3123.0
Buley St/Tooronga Rd (Hawthorn East),BUS,145.045456,-37.843101,POINT (2504001.33489427 2406439.309675224),HAWTHORN EAST,3123.0
Tooronga SC/Tooronga Rd (Hawthorn East),BUS,145.044882,-37.846363,POINT (2503950.6574122603 2406077.2929851618),HAWTHORN EAST,3123.0
Malvern Rd/Tooronga Rd (Glen Iris),BUS,145.042289,-37.85288,POINT (2503722.114940343 2405354.0738228317),GLEN IRIS,3144.0
East St/Tooronga Rd (Glen Iris),BUS,145.04175,-37.855629,POINT (2503674.5539873415 2405048.990048969),GLEN IRIS,3144.0
High St/Tooronga Rd (Glen Iris),BUS,145.041328,-37.857812,POINT (2503637.3194807265 2404806.712258976),GLEN IRIS,3144.0
Wilson St/Tooronga Rd (Glen Iris),BUS,145.040665,-37.861388,POINT (2503578.7965016947 2404409.8426348353),MALVERN EAST,3144.0
Wattletree Rd/Tooronga Rd (Malvern East),BUS,145.040253,-37.863661,POINT (2503542.4503225856 2404157.584367343),MALVERN EAST,3144.0
Royston Ave/Tooronga Rd (Malvern East),BUS,145.039722,-37.866518,POINT (2503495.5945258383 2403840.5009824084),MALVERN EAST,3144.0
Kerferd St/Tooronga Rd (Malvern East),BUS,145.039366,-37.868395,POINT (2503464.181075997 2403632.191736985),MALVERN EAST,3144.0
Findon St/Tooronga Rd (Malvern East),BUS,145.038776,-37.871332,POINT (2503412.1330554085 2403306.2290735897),MALVERN EAST,3144.0
Moorabin Hospital/Centre Rd (Bentleigh East),BUS,145.062978,-37.921703,POINT (2505537.7923276545 2397714.351757315),BENTLEIGH EAST,3165.0
East Boundary Rd/Centre Rd (Bentleigh East),BUS,145.058273,-37.921094,POINT (2505124.1349795656 2397782.212982638),BENTLEIGH EAST,3204.0
Francesco St/Centre Rd (Bentleigh East),BUS,145.055881,-37.920784,POINT (2504913.853986658 2397816.7522915807),BENTLEIGH EAST,3204.0
Alexander St/Centre Rd (Bentleigh East),BUS,145.053784,-37.920515,POINT (2504729.4925379176 2397846.7065870687),BENTLEIGH EAST,3204.0
Tucker Rd/Centre Rd (Bentleigh),BUS,145.051414,-37.920224,POINT (2504521.106353909 2397879.127202099),BENTLEIGH,3204.0
Greek Orthodox Church/Centre Rd (Bentleigh),BUS,145.04671,-37.919569,POINT (2504107.561770783 2397952.0426128907),BENTLEIGH,3204.0
Jasper Rd/Centre Rd (Bentleigh),BUS,145.042686,-37.919033,POINT (2503753.76628291 2398011.6951253535),BENTLEIGH,3204.0
Wheatley Rd/Centre Rd (Bentleigh),BUS,145.032584,-37.917765,POINT (2502865.5809115907 2398152.7857203735),BENTLEIGH,3204.0
Sunnyside Gr/Centre Rd (Bentleigh),BUS,145.028672,-37.917285,POINT (2502521.610766867 2398206.169384118),BENTLEIGH,3204.0
Clapperton St/Centre Rd (Bentleigh),BUS,145.025305,-37.916868,POINT (2502225.5594528983 2398252.5437735673),BENTLEIGH,3204.0
Thomas St/Centre Rd (Brighton East),BUS,145.023762,-37.916689,POINT (2502089.8928953987 2398272.447470898),BENTLEIGH,3204.0
Charlotte St/Centre Rd (Brighton East),BUS,145.021065,-37.916329,POINT (2501852.776737691 2398312.4605221935),BRIGHTON EAST,3817.0
Nepean Hwy/Centre Rd (Brighton East),BUS,145.018832,-37.91603,POINT (2501656.4285565233 2398345.686136458),BRIGHTON EAST,3817.0
Ward St/Centre Rd (Brighton East),BUS,145.016575,-37.915775,POINT (2501457.957077749 2398374.0227459027),BRIGHTON EAST,3817.0
Summerhill Rd/Centre Rd (Brighton East),BUS,145.013275,-37.915404,POINT (2501167.812756313 2398415.244143392),BRIGHTON EAST,3817.0
Hampton St/Centre Rd (Brighton East),BUS,145.008364,-37.914853,POINT (2500735.977997499 2398476.457715734),BRIGHTON EAST,3817.0
RMIT Bundoora Campus West/Plenty Rd (Bundoora),BUS,145.068992,-37.680706,POINT (2506085.9360399125 2424461.4578865003),BUNDOORA,3082.0
Grant St/Hampton St (Brighton),BUS,145.007248,-37.911968,POINT (2500637.8706083694 2398796.672256061),BRIGHTON,3186.0
Nepean Hwy/Hampton St (Brighton),BUS,145.00807,-37.907224,POINT (2500710.1874184147 2399323.2106484817),BRIGHTON,3186.0
Munro St/Well St (Brighton),BUS,144.994513,-37.915573,POINT (2499518.0401387713 2398396.561967806),BRIGHTON,3186.0
Quinn St/Plunkett Rd (Dandenong),BUS,145.22425,-37.9982,POINT (2519697.3868580307 2389202.2505950956),DANDENONG,3177.0
Brunswick St/Johnston St (Fitzroy),BUS,144.978957,-37.798442,POINT (2498147.3190193325 2411396.653965194),FITZROY,3065.0
Albion Station/Sydney St (Albion),BUS,144.823449,-37.776683,POINT (2484447.645700036 2413797.387894282),ALBION,3020.0
St James Rd/Lower Plenty Rd (Rosanna),BUS,145.058613,-37.746459,POINT (2505165.9832050367 2417164.620987041),ROSANNA,3084.0
Mount View PS/Gallaghers Rd (Glen Waverley),BUS,145.17734,-37.884076,POINT (2515600.6926077493 2401877.9317683186),GLEN WAVERLEY,3150.0
Metropolitan Ring Rd/Plenty Rd (Bundoora),BUS,145.067983,-37.685502,POINT (2505996.550280574 2423929.253764851),BUNDOORA,3083.0
Mt Ida Ave/Lower Plenty Rd (Rosanna),BUS,145.062011,-37.744541,POINT (2505465.5844891258 2417377.2976939417),ROSANNA,3084.0
Grandview Gr/Lower Plenty Rd (Rosanna),BUS,145.063429,-37.743717,POINT (2505590.585960439 2417468.670681523),ROSANNA,3084.0
Rosanna Railway Station/Turnham Ave (Rosanna),BUS,145.066575,-37.743183,POINT (2505867.8917906033 2417527.743477268),ROSANNA,3084.0
Mill Park Stables SC/Childs Rd (Mill Park),BUS,145.059511,-37.667258,POINT (2505250.6041018586 2425954.4937680773),MILL PARK,3032.0
Hope St/Springvale Rd (Springvale),BUS,145.154878,-37.937077,POINT (2513615.178209162 2395998.705804874),SPRINGVALE,3171.0
Stephenson St/Springvale Rd (Springvale),BUS,145.154085,-37.94148,POINT (2513544.702540833 2395510.1180894375),SPRINGVALE,3171.0
Amboina Ave/Garden Ave (Mitcham),BUS,145.19835,-37.822082,POINT (2517463.2220248417 2408754.925999915),MITCHAM,3132.0
Sunshine Ave/Creek Rd (Mitcham),BUS,145.196678,-37.823561,POINT (2517315.694584095 2408591.08431435),MITCHAM,3132.0
St Helena Rd/Weidlich Rd (St Helena),BUS,145.134805,-37.687939,POINT (2511889.8158314493 2423652.511594942),ELTHAM NORTH,3089.0
Rosebank Dr/Courtenay Ave (Cranbourne North),BUS,145.28473,-38.078916,POINT (2524982.804470585 2380228.7250440223),CRANBOURNE NORTH,3977.0
Eliza St/Brentwood Dr (Cranbourne North),BUS,145.289224,-38.080324,POINT (2525376.6544873854 2380071.252360057),CRANBOURNE NORTH,3977.0
Conway St/Josephine Ave (Cranbourne North),BUS,145.291212,-38.079136,POINT (2525551.4748056284 2380202.5889439443),CRANBOURNE NORTH,3977.0
Hazelwood Ave/Huon Park Rd (Cranbourne North),BUS,145.280405,-38.075194,POINT (2524604.5737395827 2380642.998400118),CRANBOURNE NORTH,3977.0
Brentwood Dr/Courtenay Ave (Cranbourne North),BUS,145.285945,-38.079627,POINT (2525089.1715751262 2380149.484320529),CRANBOURNE NORTH,3977.0
Aqueduct Rd/St Helena Rd (St Helena),BUS,145.136252,-37.686322,POINT (2512017.710228198 2423831.790345235),ST HELENA,3089.0
Glenburn Dr/Hinrichsen Dr (Hallam),BUS,145.27787,-38.014101,POINT (2524401.925244291 2387424.874697645),HALLAM,3803.0
Hinrichsen Dr/Keppel Dr (Hallam),BUS,145.277157,-38.015857,POINT (2524338.7311653253 2387230.147996554),HALLAM,3803.0
Colrado Ct/Keppel Dr (Hallam),BUS,145.274935,-38.015888,POINT (2524143.606409366 2387227.2673377506),HALLAM,3803.0
Grevillea Cl/Allendale Rd (Diamond Creek),BUS,145.145353,-37.686997,POINT (2512820.268793167 2423755.6905429047),DIAMOND CREEK,3089.0
Leopold Cres/Huntington Dr (Hampton Park),BUS,145.267207,-38.042215,POINT (2523456.769964021 2384306.968517065),HAMPTON PARK,3976.0
Robert Ct/Huntington Dr (Hampton Park),BUS,145.270251,-38.042638,POINT (2523723.8618355016 2384259.2618768336),HAMPTON PARK,3976.0
Coral Park PS/Coral Dr (Hampton Park),BUS,145.273756,-38.043789,POINT (2524031.1681929925 2384130.622563065),HAMPTON PARK,3976.0
Meredith Cres/Laura Dr (Hampton Park),BUS,145.278514,-38.044526,POINT (2524448.601552822 2384047.60410125),HAMPTON PARK,3976.0
Lesley Dr/Laura Dr (Hampton Park),BUS,145.279704,-38.042353,POINT (2524553.7511115144 2384288.5027851732),HAMPTON PARK,3976.0
Bill Pl/Ralph Cres (Hampton Park),BUS,145.280801,-38.039774,POINT (2524650.9177034907 2384574.477992463),HAMPTON PARK,3976.0
Kiandra Mews/Ralph Cres (Hampton Park),BUS,145.279044,-38.038892,POINT (2524496.9511443046 2384672.8319030562),HAMPTON PARK,3976.0
River Gum Creek Reserve/Kilberry Bvd (Hampton Park),BUS,145.280083,-38.03688,POINT (2524588.815141984 2384895.8965058243),HAMPTON PARK,3976.0
Kilberry Valley PS/Kilberry Bvd (Hampton Park),BUS,145.279819,-38.033532,POINT (2524566.7417136743 2385267.5855188267),HAMPTON PARK,3976.0
Kirkwood Cres/Warana Dr (Hampton Park),BUS,145.283411,-38.035351,POINT (2524881.500022192 2385064.748663808),HAMPTON PARK,3976.0
Leigh Ct/Parry Rd (Eltham North),BUS,145.147876,-37.688154,POINT (2513042.5804419634 2423626.9377504233),ELTHAM NORTH,3089.0
Lake View Dr/Pound Rd (Narre Warren South),BUS,145.287726,-38.037451,POINT (2525259.609504388 2384830.5200011143),NARRE WARREN SOUTH,3976.0
Daisy Ct/Sneddon Dr (Narre Warren South),BUS,145.293296,-38.04785,POINT (2525745.0274719247 2383674.7516246457),NARRE WARREN SOUTH,3976.0
Bernard Ct/Sneddon Dr (Narre Warren South),BUS,145.293897,-38.048977,POINT (2525797.380754615 2383549.4958316954),NARRE WARREN SOUTH,3976.0
Seebeck Dr/Sneddon Dr (Narre Warren South),BUS,145.29615,-38.050586,POINT (2525994.6031318326 2383370.283909267),NARRE WARREN SOUTH,3976.0
Amberly Park SC/Ormond Rd (Narre Warren South),BUS,145.287051,-38.052265,POINT (2525195.3940250827 2383186.368999225),NARRE WARREN SOUTH,3976.0
Sarah Ct/Parry Rd (Eltham North),BUS,145.145444,-37.69018,POINT (2512827.762050129 2423402.4205629025),ELTHAM NORTH,3089.0
Chandler Hwy/Yarra Bvd (Kew),BUS,145.024619,-37.787979,POINT (2502168.958999791 2412557.8319271198),KEW,3078.0
Parry Rd/Ryans Rd (Eltham North),BUS,145.142758,-37.688723,POINT (2512591.120171811 2423564.480499221),ELTHAM NORTH,3089.0
Boundary Rd/Redwood Dr (Dingley Village),BUS,145.110815,-37.983896,POINT (2509735.7449571798 2390807.4682458313),DINGLEY VILLAGE,3172.0
Tarnard Dr/Boundary Rd (Braeside),BUS,145.108309,-37.98838,POINT (2509515.027107278 2390310.019246853),BRAESIDE,3195.0
Citrus St/Boundary Rd (Braeside),BUS,145.107029,-37.991676,POINT (2509402.1905042855 2389944.306206176),BRAESIDE,3195.0
Mills Rd/Boundary Rd (Braeside),BUS,145.106494,-37.994326,POINT (2509354.837781348 2389650.213894817),BRAESIDE,3195.0
Walker St/Boundary Rd (Braeside),BUS,145.106052,-37.997346,POINT (2509315.6640650835 2389315.0542746037),BRAESIDE,3195.0
Malcolm Rd/Boundary Rd (Braeside),BUS,145.105579,-37.99979,POINT (2509273.8134637894 2389043.82098627),BRAESIDE,3195.0
Jarrah Dr/Malcolm Rd (Braeside),BUS,145.109461,-38.000718,POINT (2509614.650821625 2388940.4322912684),BRAESIDE,3195.0
11 Jarrah Dr (Braeside),BUS,145.110827,-38.002983,POINT (2509734.3535887725 2388688.8830412813),BRAESIDE,3195.0
Jarrah Dr/Baxter Dr (Braeside),BUS,145.109867,-38.004428,POINT (2509649.8421641067 2388528.5962623265),BRAESIDE,3195.0
Crawford St/Industrial Dr (Braeside),BUS,145.111096,-38.005367,POINT (2509757.663701772 2388424.238452642),BRAESIDE,3195.0
Oxford Dr/Grimshaw St (Bundoora),BUS,145.064811,-37.700662,POINT (2505715.6406144183 2422246.9681083765),BUNDOORA,3083.0
Glen Gully Rd/Ryans Rd (Eltham North),BUS,145.14209,-37.692335,POINT (2512531.5932604577 2423163.706201095),ELTHAM NORTH,3089.0
Governor Rd/Industrial Dr (Braeside),BUS,145.112735,-38.007186,POINT (2509901.378654869 2388222.1672582095),BRAESIDE,3195.0
Crawford St/Governor Rd (Braeside),BUS,145.110751,-38.008146,POINT (2509726.983720313 2388115.8215636034),BRAESIDE,3195.0
Boundary Rd/Governor Rd (Braeside),BUS,145.106414,-38.007625,POINT (2509346.16745291 2388174.086497538),BRAESIDE,3195.0
Spray Ave/Governor Rd (Mordialloc),BUS,145.102048,-38.007762,POINT (2508962.7066356554 2388159.292039438),MORDIALLOC,3195.0
J Grut Reserve/Governor Rd (Mordialloc),BUS,145.09879,-38.008656,POINT (2508676.475137412 2388060.366041149),MORDIALLOC,3195.0
George Woods Reserve/Governor Rd (Mordialloc),BUS,145.09544,-38.009584,POINT (2508382.184640746 2387957.6621734006),MORDIALLOC,3195.0
Chute St/Park St (Mordialloc),BUS,145.092719,-38.009972,POINT (2508143.191624941 2387914.8326445473),MORDIALLOC,3195.0
Mordialloc Station/Albert St (Mordialloc),BUS,145.087553,-38.00586,POINT (2507689.9292245964 2388371.6824123524),MORDIALLOC,3195.0
St Clems St/Ryans Rd (Eltham North),BUS,145.141551,-37.695282,POINT (2512483.5789762614 2422836.7080662623),ELTHAM NORTH,3089.0
Merinda Park Station/Endeavour Dr (Cranbourne North),BUS,145.264356,-38.079428,POINT (2523195.0442171404 2380177.047227663),CRANBOURNE NORTH,3977.0
Oxley Ct/Endeavour Dr (Cranbourne North),BUS,145.263669,-38.0762,POINT (2523135.770148543 2380535.5265371082),CRANBOURNE NORTH,3977.0
McMillan Ct/Endeavour Dr (Cranbourne North),BUS,145.265866,-38.075836,POINT (2523328.630416749 2380575.4000492115),CRANBOURNE NORTH,3977.0
Sturt Ct/Wentworth St (Cranbourne North),BUS,145.267469,-38.074111,POINT (2523469.828550172 2380766.4745145952),CRANBOURNE NORTH,3977.0
Lyndhurst Sec Col/Wentworth St (Cranbourne North),BUS,145.270425,-38.074443,POINT (2523729.0966421366 2380728.8886036407),CRANBOURNE NORTH,3977.0
Waverley Park Dr/South Gippsland Hwy (Cranbourne North),BUS,145.268252,-38.06895,POINT (2523540.1477595908 2381339.1572085507),CRANBOURNE NORTH,3977.0
Horsfield St/Waverley Park Dr (Cranbourne North),BUS,145.270457,-38.069226,POINT (2523733.553248074 2381307.970457445),CRANBOURNE NORTH,3975.0
Lawless Dr/Waverley Park Dr (Cranbourne North),BUS,145.272964,-38.070209,POINT (2523953.236625612 2381198.231966872),CRANBOURNE NORTH,3977.0
Hillcrest Rd/Ryans Rd (Eltham North),BUS,145.141159,-37.69734,POINT (2512448.667213686 2422608.365279814),ELTHAM NORTH,3095.0
Cumquat Ct/Waverley Park Dr (Cranbourne North),BUS,145.274688,-38.071073,POINT (2524104.2448119447 2381101.892949119),CRANBOURNE NORTH,3977.0
Wildwood Ct/Waverley Park Dr (Cranbourne North),BUS,145.275647,-38.07343,POINT (2524187.642258653 2380840.0217908407),CRANBOURNE NORTH,3977.0
Waverley Park Dr/Huon Park Rd (Cranbourne North),BUS,145.276902,-38.074854,POINT (2524297.3008072493 2380681.640408355),CRANBOURNE NORTH,3977.0
Hazelwood Ave/Huon Park Rd (Cranbourne North),BUS,145.28046,-38.075294,POINT (2524609.342414417 2380631.885359777),CRANBOURNE NORTH,3977.0
Elizabeth St/Hazelwood Ave (Cranbourne North),BUS,145.282319,-38.076727,POINT (2524771.990831158 2380472.34226962),CRANBOURNE NORTH,3977.0
Courtenay Gardens PS/Courtenay Ave (Cranbourne North),BUS,145.283329,-38.078859,POINT (2524859.920557548 2380235.425418459),CRANBOURNE NORTH,3977.0
Brentwood Dr/Courtenay Ave (Cranbourne North),BUS,145.28584,-38.079716,POINT (2525079.950347132 2380139.6317893006),CRANBOURNE NORTH,3977.0
Lansell Dr/Brentwood Dr (Cranbourne North),BUS,145.290359,-38.080521,POINT (2525476.177889952 2380049.081017446),CRANBOURNE NORTH,3977.0
Conway St/Josephine Ave (Cranbourne North),BUS,145.291314,-38.079156,POINT (2525560.406947765 2380200.343809244),CRANBOURNE NORTH,3977.0
Hamilton Dr/Daphne Way (Cranbourne North),BUS,145.294625,-38.078465,POINT (2525851.175201641 2380276.143054555),CRANBOURNE NORTH,3977.0
Dale Ave/Progress Rd (Eltham North),BUS,145.137382,-37.700993,POINT (2512114.995929381 2422203.4340907335),ELTHAM NORTH,3095.0
Daphne Way/Rosebank Dr (Cranbourne North),BUS,145.295581,-38.077082,POINT (2525935.5142910643 2380429.399616844),CRANBOURNE NORTH,3977.0
Heacham Rd/Progress Rd (Eltham North),BUS,145.133559,-37.700572,POINT (2511777.9597516228 2422250.6395317074),ELTHAM NORTH,3095.0
Glenburn Dr/Hinrichsen Dr (Hallam),BUS,145.277987,-38.013977,POINT (2524412.2398736393 2387438.610517281),HALLAM,3803.0
Glencairn Ave/Keppel Dr (Hallam),BUS,145.277131,-38.015983,POINT (2524336.414321968 2387216.1690199776),HALLAM,3803.0
Colrado Ct/Keppel Dr (Hallam),BUS,145.274671,-38.015983,POINT (2524120.40375511 2387216.7950782413),HALLAM,3803.0
Hallam Rd/Huntington Dr (Hampton Park),BUS,145.267129,-38.042123,POINT (2523449.9726156597 2384317.1972976243),HAMPTON PARK,3976.0
Robert Ct/Huntington Dr (Hampton Park),BUS,145.270332,-38.042567,POINT (2523730.994592493 2384267.123677782),HAMPTON PARK,3976.0
Coral Park PS/Coral Dr (Hampton Park),BUS,145.273816,-38.043664,POINT (2524036.4855015785 2384144.483289525),HAMPTON PARK,3976.0
Lesley Dr/Laura Dr (Hampton Park),BUS,145.279521,-38.042387,POINT (2524537.686323159 2384284.773778164),HAMPTON PARK,3976.0
Nungeroo Ct/Progress Rd (Eltham North),BUS,145.129543,-37.7015,POINT (2511423.668704894 2422148.1286619604),ELTHAM NORTH,3088.0
Meredith Cres/Laura Dr (Hampton Park),BUS,145.278731,-38.044015,POINT (2524467.822955603 2384104.2707157033),HAMPTON PARK,3976.0
Kiandra Mews/Ralph Cres (Hampton Park),BUS,145.278977,-38.038846,POINT (2524491.0879336577 2384677.963923048),HAMPTON PARK,3976.0
The Ridge/Ralph Cres (Hampton Park),BUS,145.280618,-38.039834,POINT (2524634.812238322 2384567.8721988285),HAMPTON PARK,3976.0
